ID,ID_kopalni,Mineraly,X,Y
112,0,Miedz;Wegiel,3848,7496
113,0,Wegiel,6498,7608
114,0,Srebro,4490,7800
115,0,Diamenty;Srebro;Zelazo,5269,187
116,0,Wegiel;Zloto;Zelazo,5421,964
117,0,Miedz,7506,122
118,0,Miedz,4763,3517
119,0,Wegiel;Miedz;Srebro,4468,273
120,0,Diamenty,1867,7505
121,0,Diamenty,4153,6831
122,0,Zelazo;Zloto;Diamenty,2861,4706
123,0,Diamenty,5946,4454
124,0,Srebro;Diamenty,1731,2360
125,0,Miedz,2807,2888
126,0,Miedz;Wegiel;Zelazo,272,5526
127,0,Zloto;Srebro,995,6208
128,0,Zelazo;Zloto;Srebro,2268,4836
129,0,Wegiel,734,1431
130,0,Zloto;Miedz;Srebro,1627,3815
131,0,Srebro;Diamenty;Zelazo,6135,4399
132,0,Miedz;Wegiel;Srebro,7237,5458
133,0,Diamenty;Zloto;Srebro,2683,4293
134,0,Diamenty;Zloto;Wegiel,7818,4905
135,0,Srebro;Zloto;Miedz,7230,2573
136,0,Zloto;Srebro,7335,2172
137,0,Srebro;Zloto;Diamenty,5218,3661
138,0,Srebro,7450,631
139,0,Diamenty,3993,2497
140,0,Zloto;Miedz;Diamenty,678,4383
141,0,Wegiel;Srebro,3502,6798
142,0,Zloto;Wegiel,7715,4099
143,0,Srebro;Diamenty,7644,618
144,0,Wegiel;Zloto,4753,2736
145,0,Diamenty;Zloto;Wegiel,1719,3846
146,0,Diamenty;Zloto,6303,4188
147,0,Zloto;Zelazo;Srebro,6790,3294
148,0,Wegiel,5045,4150
149,0,Zloto,2606,167
150,0,Diamenty;Zloto,6443,4008
151,0,Diamenty;Miedz,4674,832
152,0,Srebro;Miedz,6168,1795
153,0,Diamenty;Srebro,1163,7146
154,0,Wegiel;Zloto;Diamenty,4161,5849
155,0,Zloto;Srebro,4938,3028
156,0,Wegiel;Zelazo,4419,6109
157,0,Diamenty;Wegiel,7496,748
158,0,Zloto;Wegiel,2477,3569
159,0,Miedz,6933,5250
160,0,Zelazo,133,5971
161,0,Srebro;Zelazo,2625,3385
162,0,Diamenty;Zelazo,7633,1022
163,0,Miedz,285,6748
164,0,Zloto;Diamenty,3393,301
165,0,Srebro;Miedz;Wegiel,4828,5843
166,0,Wegiel,3309,4905
167,0,Miedz;Zloto;Srebro,2591,6752
168,0,Diamenty;Wegiel;Miedz,3685,6364
169,0,Miedz,2031,1400
170,0,Zloto;Diamenty;Zelazo,1466,7522
171,0,Zloto;Zelazo,6097,7198
172,0,Wegiel;Zelazo;Zloto,5986,1420
173,0,Zloto;Diamenty;Miedz,1909,3619
174,0,Miedz,3737,3902
175,0,Miedz;Wegiel;Diamenty,236,5571
176,0,Zelazo,4381,5611
177,0,Zloto;Srebro,5075,5230
178,0,Miedz;Srebro;Diamenty,5473,3451
179,0,Miedz;Zelazo,437,1426
180,0,Wegiel;Srebro;Miedz,5827,3583
181,0,Diamenty,409,2211
182,0,Wegiel;Zloto,6564,961
183,0,Miedz,5789,5400
184,0,Wegiel;Miedz;Zelazo,5191,3591
185,0,Zloto;Miedz,1893,4514
186,0,Zelazo;Srebro;Zloto,5757,4516
187,0,Zelazo,7451,3966
188,0,Miedz;Zelazo;Wegiel,184,5055
189,0,Diamenty;Wegiel;Zloto,5159,5739
190,0,Diamenty;Zloto;Miedz,6724,4897
191,0,Miedz;Srebro,7580,846
192,0,Zloto;Miedz,1721,4776
193,0,Wegiel;Miedz,5751,7671
194,0,Zelazo;Diamenty,5300,7574
195,0,Srebro;Zloto,7422,1224
196,0,Miedz;Diamenty;Srebro,1504,4421
197,0,Wegiel;Zloto,7135,5596
198,0,Zloto;Diamenty,1006,403
199,0,Srebro;Zloto,655,5167
200,0,Wegiel;Diamenty;Srebro,5017,961
201,0,Miedz;Wegiel,1382,7447
202,0,Zloto,3893,5204
203,0,Diamenty;Srebro;Wegiel,152,4373
204,0,Miedz,3444,6420
205,0,Miedz,4236,626
206,0,Zloto;Diamenty,5673,2478
207,0,Diamenty;Zloto,4349,7169
208,0,Diamenty;Zloto,406,6311
209,0,Wegiel;Zelazo;Miedz,1463,6311
210,0,Srebro;Zelazo;Diamenty,2664,4554
211,0,Srebro;Wegiel;Zloto,2933,7929
212,0,Srebro;Zloto,7222,2983
213,0,Wegiel;Diamenty;Srebro,4874,1781
214,0,Srebro,6898,2917
215,0,Wegiel,6855,7348
216,0,Srebro;Diamenty,4235,2370
217,0,Zloto,5360,810
218,0,Srebro;Diamenty;Wegiel,5025,7658
219,0,Miedz;Zloto;Zelazo,4119,5560
220,0,Zelazo,7283,6961
221,0,Miedz,4724,1433
222,0,Miedz,3168,2053
223,0,Diamenty;Zloto;Miedz,6405,319
224,0,Zelazo,5091,7388
225,0,Zelazo;Miedz,7264,7851
226,0,Srebro;Miedz;Diamenty,1627,853
227,0,Wegiel,5407,1549
228,0,Miedz;Zloto,362,7676
229,0,Wegiel,6220,2231
230,0,Miedz;Srebro,7635,5106
231,0,Diamenty,1684,6979
232,0,Miedz,613,6724
233,0,Zloto;Wegiel;Diamenty,3410,2308
234,0,Zloto;Miedz;Zelazo,2045,394
235,0,Diamenty;Wegiel;Srebro,6967,7305
236,0,Diamenty;Zelazo;Miedz,5223,1646
237,0,Zelazo;Srebro,5078,2986
238,0,Miedz;Wegiel;Diamenty,3026,4327
239,0,Wegiel,4233,2919
240,0,Zelazo;Miedz,111,3831
241,0,Miedz;Diamenty,6317,7329
242,0,Zelazo;Zloto,3701,4645
243,0,Zelazo;Wegiel;Zloto,1176,2332
244,0,Diamenty;Miedz,95,7730
245,0,Zloto,7207,401
246,0,Zloto;Srebro;Diamenty,6931,555
247,0,Miedz,1636,3547
248,0,Miedz;Zloto,6860,5056
249,0,Zloto;Wegiel,4520,4738
250,0,Diamenty;Wegiel;Zloto,1480,828
251,0,Diamenty;Zelazo,5649,735
252,0,Diamenty;Zloto;Srebro,6068,2851
253,0,Diamenty,7775,7563
254,0,Miedz,605,7330
255,0,Srebro;Zloto,2412,4616
256,0,Zloto;Wegiel,6129,2639
257,0,Wegiel;Srebro;Zloto,5707,7333
258,0,Zloto;Wegiel;Diamenty,1602,6449
259,0,Miedz,4626,2304
260,0,Wegiel,6865,6177
261,0,Zelazo;Wegiel,1811,4846
262,0,Diamenty;Zloto,6653,7081
263,0,Zelazo,3651,7569
264,0,Wegiel;Zelazo;Srebro,6959,6481
265,0,Zelazo,3354,6369
266,0,Srebro;Miedz,277,209
267,0,Diamenty;Zloto;Miedz,5850,6723
268,0,Zelazo,5949,7004
269,0,Srebro;Miedz;Zloto,1779,915
270,0,Srebro,5786,1221
271,0,Miedz;Wegiel,4660,1289
272,0,Wegiel;Zloto;Miedz,1319,3214
273,0,Diamenty;Srebro,7808,7194
274,0,Wegiel,2617,3455
275,0,Srebro;Wegiel,5963,591
276,0,Zloto;Zelazo,1591,5230
277,0,Diamenty,1358,2488
278,0,Zelazo;Srebro;Diamenty,288,6622
279,0,Wegiel;Diamenty;Srebro,6799,2011
280,0,Zelazo,7077,7619
281,0,Wegiel,7586,2351
282,0,Zelazo;Miedz,4148,242
283,0,Wegiel;Diamenty;Miedz,7931,1275
284,0,Srebro,4332,7218
285,0,Wegiel;Zloto;Miedz,1264,1947
286,0,Wegiel;Zloto,3479,79
287,0,Srebro,3897,7010
288,0,Wegiel;Srebro,5105,295
289,0,Wegiel;Zelazo,7207,4717
290,0,Srebro;Diamenty;Zloto,7032,7834
291,0,Srebro;Zloto,6767,1345
292,0,Srebro;Miedz,5809,134
293,0,Miedz;Wegiel,638,2001
294,0,Diamenty,5464,3523
295,0,Srebro;Wegiel;Zelazo,5714,818
296,0,Srebro;Zloto;Diamenty,2638,977
297,0,Miedz,1493,7598
298,0,Miedz;Zelazo,5252,4906
299,0,Wegiel,4875,4471
300,0,Srebro,1218,1031
301,0,Srebro;Zloto;Diamenty,2633,6461
302,0,Zelazo;Miedz;Diamenty,1961,4471
303,0,Diamenty,657,2779
304,0,Zloto,102,3242
305,0,Diamenty;Wegiel,6583,754
306,0,Diamenty;Wegiel,929,6709
307,0,Srebro;Zelazo;Zloto,2064,1919
308,0,Diamenty;Srebro;Zloto,3133,3642
309,0,Diamenty;Zloto;Miedz,7494,4841
310,0,Miedz;Diamenty;Wegiel,7234,7813
311,0,Zelazo;Zloto;Diamenty,1563,2982
312,0,Miedz;Zelazo;Diamenty,1625,4353
313,0,Srebro;Miedz;Wegiel,2376,398
314,0,Miedz;Srebro;Diamenty,389,5938
315,0,Srebro,7324,4924
316,0,Wegiel;Zelazo,3008,6729
317,0,Miedz,4496,1760
318,0,Zloto,3931,621
319,0,Zloto;Miedz,4253,3392
320,0,Wegiel;Zelazo,5812,6801
321,0,Srebro;Wegiel;Miedz,5034,1012
322,0,Zloto,4905,4292
323,0,Diamenty,7893,855
324,0,Wegiel,4068,7053
325,0,Zloto;Srebro,6892,3405
326,0,Srebro;Zloto;Zelazo,2817,6707
327,0,Zelazo;Diamenty,7344,5142
328,0,Srebro,2499,7756
329,0,Zloto;Wegiel,3648,2380
330,0,Srebro;Diamenty;Wegiel,57,4011
331,0,Diamenty;Zelazo;Wegiel,614,445
332,0,Zloto,6405,165
333,0,Diamenty;Srebro;Wegiel,1903,6422
334,0,Srebro;Miedz,926,6757
335,0,Srebro,5014,7667
336,0,Zelazo;Miedz,2004,6021
337,0,Zelazo;Zloto;Srebro,6057,615
338,0,Diamenty;Zelazo,4176,5510
339,0,Zelazo;Wegiel;Diamenty,7006,1480
340,0,Srebro;Wegiel,4929,2473
341,0,Srebro;Miedz,7675,7342
342,0,Zloto,5277,7375
343,0,Diamenty;Miedz,3206,5050
344,0,Wegiel;Diamenty;Zelazo,3229,1370
345,0,Wegiel;Zloto,7356,3822
346,0,Diamenty;Zelazo,5653,5350
347,0,Miedz;Srebro;Zelazo,3967,3513
348,0,Wegiel;Zloto;Diamenty,7284,5705
349,0,Zloto;Zelazo;Srebro,2779,2528
350,0,Zloto;Zelazo;Wegiel,6948,3008
351,0,Zloto;Srebro,5893,613
352,0,Diamenty;Zloto;Srebro,6014,6606
353,0,Srebro;Wegiel,7189,4474
354,0,Wegiel,7136,5338
355,0,Srebro,735,4586
356,0,Zloto;Diamenty;Wegiel,3134,2193
357,0,Wegiel;Zelazo,1695,292
358,0,Zelazo;Zloto;Miedz,1225,4287
359,0,Miedz;Srebro,6612,5445
360,0,Zloto;Miedz,3809,2394
361,0,Wegiel;Zelazo;Miedz,3586,1516
362,0,Miedz,6211,1759
363,0,Zloto;Zelazo;Miedz,3586,397
364,0,Miedz;Wegiel,5678,4618
365,0,Zloto;Wegiel,6010,7093
366,0,Diamenty;Zelazo;Srebro,1075,3675
367,0,Miedz;Zelazo;Diamenty,2616,5950
368,0,Srebro;Wegiel;Zloto,1166,3735
369,0,Srebro,6559,97
370,0,Srebro;Zelazo;Zloto,5674,299
371,0,Zelazo;Diamenty,5572,1417
372,0,Diamenty,1730,2871
373,0,Zloto,4256,4864
374,0,Zelazo,5153,4779
375,0,Wegiel;Zelazo,1691,470
376,0,Miedz;Diamenty;Zloto,1768,86
377,0,Srebro;Zelazo;Miedz,4604,2039
378,0,Zelazo;Miedz,7341,5032
379,0,Diamenty;Zloto;Wegiel,2393,4766
380,0,Diamenty;Miedz;Zloto,3799,7126
381,0,Zloto;Miedz,6350,7481
382,0,Miedz,3690,3981
383,0,Zelazo;Miedz;Wegiel,4886,6916
384,0,Zelazo,6321,681
385,0,Srebro;Diamenty,4013,1085
386,0,Zelazo,2016,4195
387,0,Diamenty,278,7314
388,0,Srebro;Wegiel,2807,6584
389,0,Wegiel,1608,7586
390,0,Zelazo,5631,771
391,0,Miedz;Zelazo,1353,4495
392,0,Zloto,2960,2157
393,0,Zelazo,7893,6915
394,0,Diamenty;Wegiel;Zelazo,772,7062
395,0,Miedz,3884,3953
396,0,Zelazo;Srebro;Miedz,3530,3843
397,0,Srebro;Miedz,6097,2747
398,0,Srebro,5354,6558
399,0,Zloto,2015,3403
400,0,Wegiel,4099,4405
401,0,Zloto;Srebro,86,1751
402,0,Miedz;Diamenty,250,5583
403,0,Miedz;Zelazo,5620,856
404,0,Zelazo;Diamenty,6514,5035
405,0,Srebro,7506,2060
406,0,Zelazo;Srebro;Diamenty,2773,3023
407,0,Diamenty,541,798
408,0,Wegiel,5303,227
409,0,Zelazo;Diamenty;Zloto,6383,4198
410,0,Zloto,2443,6913
411,0,Miedz;Srebro,7255,5406
412,0,Miedz;Diamenty;Zelazo,1043,7640
413,0,Zloto,4189,4995
414,0,Zloto,834,6113
415,0,Diamenty,6361,2326
416,0,Zloto,3679,5080
417,0,Miedz,1374,5854
418,0,Srebro,6698,5440
419,0,Wegiel;Zelazo,5846,5993
420,0,Srebro;Wegiel;Diamenty,997,6650
421,0,Zelazo,6998,3221
422,0,Wegiel;Zelazo;Zloto,5247,5159
423,0,Diamenty;Zelazo,2456,244
424,0,Zloto;Srebro;Zelazo,2897,6491
425,0,Wegiel;Zelazo,4903,363
426,0,Zloto;Wegiel,5789,2735
427,0,Diamenty,6428,7348
428,0,Wegiel;Diamenty;Srebro,4888,5104
429,0,Srebro,2566,7227
430,0,Diamenty,3306,1756
431,0,Wegiel,414,3192
432,0,Zloto,4151,2562
433,0,Zloto,2491,2288
434,0,Miedz;Wegiel;Zloto,6964,467
435,0,Diamenty;Miedz;Zelazo,6109,5753
436,0,Diamenty;Wegiel;Zelazo,3930,2475
437,0,Miedz,4631,1655
438,0,Zelazo;Srebro,4649,7137
439,0,Zloto;Wegiel;Miedz,7275,6097
440,0,Zloto,5434,1387
441,0,Miedz;Zloto,2223,2644
442,0,Miedz,6793,2207
443,0,Zloto,4283,4325
444,0,Diamenty;Zelazo;Wegiel,338,1425
445,0,Miedz;Srebro;Zelazo,4469,4484
446,0,Diamenty;Zelazo;Miedz,1834,1979
447,0,Zelazo;Wegiel,6781,584
448,0,Wegiel,984,7900
449,0,Diamenty,628,6166
450,0,Diamenty,7480,4184
451,0,Diamenty;Wegiel;Srebro,6845,4475
452,0,Srebro;Zelazo;Zloto,905,4498
453,0,Miedz,3229,3288
454,0,Diamenty,2194,7835
455,0,Zelazo,5018,2332
456,0,Diamenty;Zloto;Wegiel,1542,879
457,0,Wegiel;Miedz;Zloto,3036,2950
458,0,Srebro;Diamenty;Zloto,1284,5036
459,0,Wegiel;Zloto,5579,5986
460,0,Zloto,5426,6580
461,0,Wegiel;Diamenty;Zelazo,7329,5177
462,0,Zloto,6202,5220
463,0,Miedz;Diamenty,2179,3859
464,0,Diamenty;Zelazo;Wegiel,1336,5621
465,0,Wegiel;Zloto,3004,1856
466,0,Diamenty;Zloto;Miedz,2688,1844
467,0,Diamenty,7819,827
468,0,Zelazo;Diamenty,7195,5684
469,0,Diamenty;Miedz,3723,4888
470,0,Miedz,7399,7170
471,0,Zloto;Wegiel;Srebro,5698,3170
472,0,Zelazo;Srebro,7480,1485
473,0,Diamenty,321,5996
474,0,Wegiel,4015,7583
475,0,Wegiel;Zloto,6244,4054
476,0,Diamenty,7026,2585
477,0,Wegiel;Zelazo;Miedz,7926,6055
478,0,Zloto,5020,5577
479,0,Miedz,6976,5571
480,0,Diamenty;Zloto,562,6413
481,0,Diamenty;Miedz,655,2878
482,0,Diamenty,1609,651
483,0,Zelazo;Wegiel,4928,7748
484,0,Zelazo;Wegiel,2908,466
485,0,Miedz;Srebro,6601,6031
486,0,Diamenty;Wegiel,3439,4675
487,0,Wegiel,6170,7249
488,0,Zloto,6146,7440
489,0,Srebro;Wegiel,5945,5546
490,0,Zelazo,2320,755
491,0,Miedz,4432,4853
492,0,Miedz;Srebro,1041,6102
493,0,Zloto,7876,7904
494,0,Miedz,5920,4118
495,0,Diamenty;Miedz,7198,5875
496,0,Diamenty;Srebro,787,1988
497,0,Srebro,6794,5025
498,0,Zelazo;Diamenty;Wegiel,80,3998
499,0,Srebro,2216,6736
500,0,Zloto;Miedz;Wegiel,4383,997
501,0,Wegiel,7593,1507
502,0,Miedz,3242,1149
503,0,Wegiel;Zloto;Miedz,6788,6777
504,0,Zelazo;Zloto;Diamenty,597,695
505,0,Zelazo,5671,3798
506,0,Srebro;Diamenty,568,4458
507,0,Wegiel;Diamenty;Miedz,6186,1385
508,0,Srebro;Wegiel,604,5858
509,0,Srebro;Diamenty,2138,2287
510,0,Srebro,1719,2820
511,0,Srebro;Wegiel,1146,2956
512,0,Diamenty,4778,7950
513,0,Wegiel;Diamenty;Miedz,4365,6518
514,0,Diamenty;Zloto;Srebro,265,5184
515,0,Diamenty;Miedz;Zloto,2869,3617
516,0,Diamenty;Zelazo,2803,5043
517,0,Zloto,1078,3611
518,0,Srebro,5145,57
519,0,Zloto,3389,5628
520,0,Zloto,4743,4811
521,0,Zloto;Zelazo,3718,1579
522,0,Srebro;Diamenty;Wegiel,2053,3025
523,0,Diamenty,4979,7050
524,0,Wegiel;Zloto,918,5657
525,0,Srebro,2178,2211
526,0,Diamenty;Zelazo,1581,1492
527,0,Zloto;Zelazo,6764,5729
528,0,Miedz;Diamenty,6035,3772
529,0,Srebro;Zelazo,1438,6388
530,0,Diamenty;Zloto;Wegiel,4507,5340
531,0,Srebro;Miedz,7166,6815
532,0,Miedz,2491,7658
533,0,Srebro;Zloto,209,1637
534,0,Srebro;Zloto,636,4054
535,0,Zloto;Wegiel;Zelazo,6631,2173
536,0,Zelazo;Wegiel,3100,4363
537,0,Diamenty;Zelazo;Miedz,1748,3824
538,0,Wegiel;Diamenty,7514,4718
539,0,Zloto;Miedz;Diamenty,2979,6079
540,0,Wegiel;Zelazo;Diamenty,256,590
541,0,Miedz;Zloto;Zelazo,1736,73
542,0,Srebro;Zloto,60,2024
543,0,Srebro;Zloto;Wegiel,5790,2848
544,0,Diamenty;Wegiel,174,814
545,0,Diamenty;Srebro;Zloto,5318,1387
546,0,Wegiel,7112,1325
547,0,Zelazo;Miedz,3939,7017
548,0,Srebro;Zelazo;Zloto,5062,5729
549,0,Srebro,1774,7630
550,0,Miedz;Srebro;Diamenty,1546,7276
551,0,Wegiel;Miedz;Diamenty,536,7349
552,0,Diamenty;Srebro;Zloto,3955,7451
553,0,Miedz;Diamenty,7642,7590
554,0,Miedz;Srebro;Diamenty,2980,4918
555,0,Zloto;Miedz;Wegiel,108,942
556,0,Diamenty;Wegiel;Miedz,7923,7004
557,0,Srebro;Wegiel;Diamenty,4342,2767
558,0,Zelazo;Diamenty;Wegiel,814,4946
559,0,Diamenty;Miedz;Srebro,3982,59
560,0,Srebro;Wegiel;Zloto,6799,907
561,0,Zelazo,5875,1551
562,0,Zloto,6331,2634
563,0,Srebro;Diamenty,6082,2017
564,0,Miedz;Zelazo,2330,3309
565,0,Srebro;Miedz,4877,1629
566,0,Srebro;Wegiel;Diamenty,3189,115
567,0,Diamenty,2026,5288
568,0,Srebro;Miedz,1847,7444
569,0,Miedz;Zloto,2940,1510
570,0,Miedz,4077,7137
571,0,Diamenty;Zelazo;Wegiel,7299,4383
572,0,Diamenty;Srebro;Zelazo,7535,2978
573,0,Diamenty;Srebro,617,3778
574,0,Zloto,2475,4995
575,0,Zloto;Wegiel,2022,1579
576,0,Zloto;Diamenty,5615,1523
577,0,Wegiel,3618,5901
578,0,Diamenty,5390,7919
579,0,Wegiel,5098,2432
580,0,Srebro,4823,645
581,0,Diamenty;Srebro,5115,972
582,0,Zloto;Srebro,2737,174
583,0,Wegiel;Zloto,1137,1893
584,0,Srebro;Miedz;Zloto,5661,6086
585,0,Miedz,6805,6215
586,0,Zelazo;Miedz,2981,422
587,0,Wegiel;Miedz,7773,5322
588,0,Wegiel;Diamenty;Zelazo,7802,2391
589,0,Diamenty,3895,997
590,0,Wegiel,2247,479
591,0,Zelazo;Zloto;Diamenty,3367,2671
592,0,Miedz,7181,5176
593,0,Zloto;Zelazo;Diamenty,1582,6825
594,0,Wegiel,2971,6691
595,0,Miedz,3074,7217
596,0,Zloto;Diamenty;Srebro,3424,2747
597,0,Srebro;Zloto,752,1324
598,0,Srebro;Zelazo,1904,4838
599,0,Diamenty;Wegiel;Srebro,6303,6009
600,0,Srebro;Wegiel;Diamenty,463,2971
601,0,Wegiel;Miedz,5031,2318
602,0,Wegiel;Diamenty,1290,2865
603,0,Wegiel,6445,1589
604,0,Diamenty,7757,2000
605,0,Diamenty;Zelazo,2233,4492
606,0,Zelazo;Srebro,4734,7920
607,0,Wegiel;Miedz;Srebro,1585,4782
608,0,Zelazo,6968,4760
609,0,Zelazo;Srebro,5094,2418
610,0,Diamenty;Miedz;Srebro,7294,1958
611,0,Miedz;Zloto;Diamenty,262,5468
612,0,Srebro;Diamenty,5674,6399
613,0,Diamenty,7631,6006
614,0,Zelazo;Srebro,4943,4767
615,0,Srebro;Miedz,4569,1916
616,0,Srebro;Wegiel;Zelazo,5288,7703
617,0,Zelazo;Miedz;Diamenty,1302,7791
618,0,Srebro;Miedz,6274,6231
619,0,Diamenty;Zelazo;Wegiel,2143,3609
620,0,Miedz;Zloto;Wegiel,1800,4044
621,0,Zelazo;Srebro,6280,3991
622,0,Srebro,5090,1879
623,0,Miedz,4386,1312
624,0,Zloto,4508,4522
625,0,Zelazo;Miedz;Diamenty,398,3551
626,0,Wegiel;Srebro,4449,815
627,0,Srebro;Miedz,1539,7214
628,0,Zloto,4024,1554
629,0,Diamenty;Zloto,6510,709
630,0,Zelazo,2157,1384
631,0,Wegiel,4285,2171
632,0,Zloto,7304,845
633,0,Wegiel;Diamenty,930,3797
634,0,Srebro,4776,3418
635,0,Srebro,6368,6844
636,0,Zelazo;Diamenty;Wegiel,6231,93
637,0,Zelazo;Zloto,6439,5195
638,0,Miedz,1838,2116
639,0,Miedz,5148,1550
640,0,Zloto;Miedz,7032,6400
641,0,Zelazo;Wegiel,2580,3507
642,0,Miedz,801,997
643,0,Wegiel;Zloto,6045,6018
644,0,Srebro;Wegiel;Zelazo,2603,5682
645,0,Wegiel;Zelazo,6406,5361
646,0,Diamenty;Wegiel;Zelazo,2846,3627
647,0,Miedz;Zloto,1085,4346
648,0,Zloto;Diamenty,3041,5562
649,0,Zelazo;Diamenty;Miedz,4225,4708
650,0,Miedz;Zelazo,6653,4243
651,0,Zloto;Miedz;Wegiel,2917,1641
652,0,Diamenty,3057,5912
653,0,Miedz,5442,2037
654,0,Miedz;Diamenty,5781,1362
655,0,Wegiel;Miedz,7924,2613
656,0,Srebro;Zelazo,7578,7400
657,0,Diamenty,441,4263
658,0,Wegiel;Zloto,2906,7925
659,0,Miedz,3863,7349
660,0,Diamenty;Zelazo;Miedz,1817,4591
661,0,Miedz;Zelazo;Diamenty,5760,1316
662,0,Wegiel;Zelazo;Srebro,3993,60
663,0,Miedz;Diamenty;Zelazo,4213,7708
664,0,Diamenty,507,5282
665,0,Wegiel,1126,997
666,0,Zelazo;Zloto,784,5890
667,0,Zelazo,933,7656
668,0,Miedz,4269,3268
669,0,Zelazo;Srebro,1573,1886
670,0,Diamenty;Miedz,5226,5738
671,0,Wegiel;Srebro;Zloto,5000,5806
672,0,Srebro;Zloto;Miedz,606,6400
