ID,ID_kopalni,Mineraly,X,Y
59,38,Zloto;Diamenty,362,122
60,3,Miedz;Srebro;Wegiel,436,666
61,15,Zelazo,666,442
62,10,Zelazo,617,135
63,47,Srebro;Wegiel,389,522
64,5,Miedz;Srebro;Zelazo,147,405
65,38,Zloto;Zelazo,415,174
66,7,Diamenty;Zloto;Zelazo,242,692
67,47,Wegiel,260,450
68,6,Miedz;Diamenty;Wegiel,340,666
69,3,Miedz;Zelazo,542,634
70,41,Wegiel;Miedz;Zloto,388,492
71,47,Wegiel;Diamenty,336,634
72,48,Wegiel;Zloto;Diamenty,407,529
73,47,Wegiel;Diamenty;Zloto,346,725
74,19,Miedz;Srebro,362,567
75,46,Wegiel,272,220
76,49,Zloto,399,477
77,16,Zloto;Srebro,750,369
78,44,Srebro;Zelazo,349,282
79,23,Wegiel;Diamenty,225,609
80,14,Miedz,511,224
81,25,Miedz;Srebro;Zloto,223,144
82,20,Wegiel;Zelazo,593,212
83,14,Zloto;Wegiel;Miedz,484,166
84,43,Diamenty;Zloto,377,716
85,1,Diamenty;Wegiel,523,354
86,33,Wegiel;Miedz,413,359
87,23,Diamenty,91,487
88,31,Wegiel;Diamenty;Srebro,524,50
89,39,Miedz,115,262
90,49,Zloto,322,437
91,30,Zelazo;Zloto,57,505
92,38,Zloto,641,59
93,38,Zloto;Diamenty;Zelazo,492,117
94,50,Zloto,157,64
95,41,Miedz,573,312
96,3,Miedz;Zloto,406,703
97,7,Miedz;Zelazo,296,716
98,32,Zelazo;Diamenty,149,403
99,42,Zelazo,542,717
100,29,Srebro,94,252
101,16,Zloto;Zelazo;Srebro,723,339
102,7,Zelazo;Wegiel,327,685
103,45,Diamenty;Srebro,416,224
104,50,Zloto;Wegiel,156,396
105,11,Zloto,332,187
106,36,Srebro,507,257
107,46,Wegiel,359,249
108,5,Zelazo,576,98
109,3,Miedz,619,643
110,11,Zloto,376,243
111,40,Srebro;Wegiel,539,669
112,19,Miedz,218,519
113,50,Zloto,217,355
114,24,Diamenty;Srebro;Zloto,289,639
115,44,Srebro,223,227
116,48,Srebro;Diamenty;Wegiel,481,538
117,11,Zloto;Diamenty;Zelazo,248,291
118,26,Srebro,744,662
119,13,Zelazo;Wegiel,138,359
120,23,Wegiel;Diamenty,157,662
121,40,Zloto;Wegiel;Zelazo,669,674
122,12,Diamenty,79,101
123,25,Srebro;Zelazo,269,199
124,31,Diamenty;Srebro,650,144
125,28,Zloto,414,673
126,12,Wegiel;Diamenty,255,289
127,7,Zelazo;Srebro;Wegiel,237,688
128,9,Diamenty,678,640
129,34,Srebro;Wegiel;Diamenty,61,77
130,20,Zloto;Wegiel,587,241
131,12,Diamenty,268,297
132,19,Miedz;Zelazo,217,559
133,42,Zelazo,426,420
134,2,Srebro,307,591
135,46,Zelazo;Wegiel;Miedz,250,159
136,42,Zelazo;Srebro,531,647
137,14,Diamenty;Miedz;Wegiel,386,288
138,4,Zloto,482,268
139,15,Zelazo,611,431
140,8,Srebro;Wegiel;Zloto,546,437
141,35,Zelazo;Miedz;Diamenty,62,203
142,14,Miedz;Zloto;Diamenty,458,97
143,23,Diamenty;Wegiel;Zloto,221,684
144,34,Wegiel;Miedz,153,268
145,32,Diamenty;Wegiel,155,395
146,32,Diamenty;Miedz,185,381
147,29,Srebro;Zloto,56,79
148,16,Zloto,687,154
149,36,Zelazo;Srebro,666,370
150,31,Zloto;Srebro;Zelazo,701,179
151,37,Diamenty,670,412
152,10,Zelazo;Zloto,653,239
153,12,Miedz;Diamenty,290,129
154,43,Diamenty;Zloto,667,709
155,42,Miedz;Zelazo,586,637
156,45,Wegiel;Diamenty;Zelazo,424,318
157,40,Wegiel,626,651
158,48,Diamenty;Zelazo,421,511
159,39,Diamenty;Wegiel;Miedz,52,200
160,8,Zloto,417,748
161,1,Diamenty;Wegiel,535,239
162,43,Diamenty;Miedz,606,512
163,38,Zloto,412,112
164,46,Wegiel;Zelazo;Srebro,231,174
165,24,Srebro;Diamenty,265,717
166,26,Srebro,564,657
167,4,Zloto,619,99
168,37,Miedz;Zloto;Diamenty,644,362
169,40,Wegiel,637,538
170,18,Zloto;Zelazo;Miedz,609,160
171,25,Srebro;Zelazo,276,97
172,5,Zelazo,296,207
173,26,Srebro;Miedz,655,561
174,14,Miedz;Zloto;Zelazo,478,106
175,20,Wegiel,740,319
176,33,Miedz,422,339
177,2,Srebro,91,628
178,31,Srebro;Zelazo,418,115
179,37,Diamenty;Zelazo,666,76
180,31,Zelazo;Srebro,501,204
181,50,Zloto,53,366
182,7,Zelazo,153,701
183,48,Diamenty;Zloto,448,546
184,43,Miedz;Diamenty,601,705
185,48,Miedz;Diamenty;Srebro,559,405
186,16,Zloto;Miedz,740,678
187,20,Wegiel,573,343
188,50,Zloto;Diamenty;Wegiel,142,260
189,33,Miedz,276,322
190,26,Srebro;Zloto,488,637
191,3,Miedz,671,692
192,17,Miedz,709,439
193,6,Miedz,126,654
194,18,Miedz;Zelazo,578,52
195,9,Diamenty;Wegiel;Miedz,631,455
196,30,Zloto,52,670
197,18,Miedz;Wegiel;Diamenty,609,209
198,13,Miedz;Wegiel;Zelazo,122,393
199,35,Zelazo;Diamenty;Srebro,53,434
200,1,Diamenty,461,275
